-3.2905267247879206	3.0912
-2.9677378720181693	3.0972
-2.807033737906643	3.0972
-2.69684424608434	3.098
-2.612054135652706	3.0996
-2.5426988189975224	3.1
-2.4837692955562543	3.1
-2.4323790620938786	3.1004
-2.3867077382959843	3.1016
-2.3455309743676125	3.102
-2.307984477963719	3.1024
-2.2734346532687693	3.1028
-2.2414027291879646	3.1036
-2.2115178100373907	3.104
-2.1834865281739604	3.106
-2.157072704034686	3.1064
-2.132083289834003	3.1064
-2.1083583977568026	3.1068
-2.085764063328605	3.1068
-2.0641868883704086	3.1068
-2.0435300052235794	3.1084
-2.0237099886058787	3.1084
-2.004654459389459	3.1088
-1.9863002017659728	3.1088
-1.9685916668864687	3.1088
-1.9514797712827587	3.1092
-1.9349209228378286	3.1092
-1.9188762243402226	3.1092
-1.9033108170291022	3.1092
-1.8881933355223268	3.1096
-1.8734954521287541	3.1096
-1.859191493463228	3.1108
-1.8452581159810066	3.1112
-1.831674029857724	3.1112
-1.8184197627950252	3.1116
-1.8054774569980145	3.1116
-1.792830693869741	3.1116
-1.7804643419886732	3.112
-1.7683644247429007	3.112
-1.7565180046384337	3.112
-1.7449130818150793	3.112
-1.733538504719676	3.1124
-1.7223838912243223	3.1128
-1.7114395587527351	3.1132
-1.700696462203844	3.1132
-1.6901461386478658	3.1132
-1.6797806579242227	3.1136
-1.669592578398803	3.1136
-1.6595749072450356	3.1136
-1.6497210647029685	3.114
-1.6400248518460232	3.114
-1.6304804214488766	3.1144
-1.6210822516039602	3.1144
-1.6118251217800859	3.1144
-1.6027040910559143	3.1144
-1.5937144782946078	3.1144
-1.5848518440548207	3.1144
-1.5761119740580605	3.1152
-1.5674908640538592	3.1152
-1.5589847059428015	3.1156
-1.550589875033564	3.116
-1.5423029183241383	3.116
-1.5341205437096843	3.116
-1.5260396100301168	3.116
-1.5180571178799578	3.1164
-1.5101702011111742	3.1164
-1.5023761189670153	3.1164
-1.4946722487912245	3.1168
-1.487056079262664	3.1168
-1.4795252041104034	3.1168
-1.4720773162687288	3.1168
-1.464710202435512	3.1168
-1.4574217380008547	3.1172
-1.4502098823160643	3.1172
-1.4430726742758242	3.1172
-1.4360082281888942	3.1172
-1.429014729914951	3.1176
-1.4220904332471507	3.1176
-1.4152336565218349	3.1176
-1.4084427794384002	3.118
-1.4017162356006005	3.118
-1.395052529033902	3.118
-1.3884501994023883	3.1184
-1.3819078439758925	3.1184
